,Document,Category
9390,"'I loved John Lewis': how he and Robert Kennedy forged an iron bond John Lewis’s office on Capitol Hill resembled a civil rights museum, with monochrome photos in neat white borders and black frames and a TV for visito …",US-News
9391,"Sunday with Oliver Spencer: ‘I won’t get dressed up, Sundays are for loungewear' How does Sunday start? With me stumbling down the stairs and falling over the dog on my way to make my wife a cup of tea. If I’m lucky, we’ll have esc …",Life-and-Style
9392,"The Yellow House by Sarah M Broom review – memoir as rich social history Sarah M Broom was once employed to tell the official story of New Orleans, of the city’s “unlikely recovery” after Hurricane Katrina, which struck on …",Books
9393,"Grenfell families want inquiry to look at role of 'race and class' in tragedy The Grenfell Tower fire inquiry must include a separate investigation into how “race and class” contributed to the tragedy, according to a group suppo …",UK-News
9394,"Peter Green: guitar pioneer who made the blues his own The occasion was as unlikely as it was unforgettable: Peter Green playing in Frome, Somerset, 10 years ago, but feels like yesterday. Peter Green, who …",Music
9395,"Trolls, tweets and famous friends: the vicious PR war between Johnny Depp and Amber Heard By now those who actually wished to follow the libel war being waged by Johnny Depp against the Sun newspaper will know exactly who is said to have th …",Film
9396,"How to Build a Girl review – enjoyably rough-and-ready “What do you do when you build yourself, only to realise that you built yourself with the wrong things?” That’s the question at the heart of this ente …",Film
9397,"The US election is in 100 days: what are the biggest threats to it? The 2020 election is shaping up to be a presidential contest unlike any other in American history. Even before the pandemic, there were deep concerns …",US-News
9398,"Biden holds daunting lead over Trump as US election enters final stretch One hundred days before the presidential election, Joe Biden has built a commanding and enduring lead over Donald Trump, whose path to victory has nar …",US-News
9399,"Lib Dem leadership hopeful Layla Moran hints at closer links with Labour Scrapping Britain’s first-past-the-post electoral system would be a precondition for the Liberal Democrats considering a future coalition with Labour, …",Politics
9400,"Be wary of gardening gimmicks that look too good It might be an embarrassing thing for a plant scientist to admit, but I am a total sucker for a garden gimmick. I like to think it’s because I am open …",Life-and-Style
9401,"Jessy Lanza: All the Time review – witching-hour jams Should you ever find yourself pondering what sort of music ghosts play in the wine bars of the underworld, fret not, for Canadian producer Jessy Lanza …",Music
9402,"The week in classical: BBC Proms 2020 and more – review With brave face and make-do cheer, the BBC Proms 2020 launched its 125th anniversary year last weekend: not in its usual Royal Albert Hall home with a …",Music
9403,"The Good Ancestor by Roman Krznaric – review There is much talk these days about decolonising – statues, buildings, curricula. All of that has to do with legacies of the past, but there is also a …",Books
9404,"James Dean Bradfield: 'I'm not sure musicians telling people who to vote for helps' James Dean Bradfield was born in 1969, and brought up in the south Wales valleys. He formed the Manic Street Preachers at school in 1986 with friends …",Music
9405,"‘Red wall’ Tory MPs demand support for aerospace amid fears for 30,000 jobs Tory MPs are demanding more support for the stricken aerospace industry to prevent mass redundancies, as new figures show more than half of jobs in th …",Business
9406,"Ouch! My son got into a painful row over toy trucks Last week, with the easing of restrictions, we took a break to Essex with friends and bubble mates, Mary, Neave and their son Manu. I never ‘holidayed …",Life-and-Style
9407,I ran away to a remote Scottish isle. It was perfect The sound of the waves is not so different from the traffic of the city. But as soon as you lift your face and taste the fresh tang of salt on the air …,Life-and-Style
9408,"Adrian Tomine: 'Cartoons seemed like the surest path to being a hermit' As a novelist of my acquaintance once observed, writers tend mostly to moan about their humiliations – the book signing for which no one turned up; th …",Books
9409,"Harry angry at William's 'snobbish' advice about Meghan, book claims The royal rift that led to the Duke and Duchess of Sussex leaving Britain and stepping back from royal duties began after Prince William feared his br …",UK-News
9410,"Kamaal Williams: Wu Hen review – genre-bending prodigy strikes again Street Dreams is the opening track of the second solo album from London keysman Kamaal Williams, and it could easily be the concept for the entire thi …",Music
9411,"In brief: Signs of Life; Against the Loveless World; Inland – review Signs of Life Stephen Fabes Pursuit, £18.99, pp416 Dr Stephen Fabes was at the end of his 20s when he caught the travelling bug, a craving for “more s …",Books
9412,"Peter Green obituary Peter Green, who has died aged 73, was one of the guitar-playing greats of 1960s blues-rock as well as a gifted songwriter. He was a founder of Fleetw …",Music
9413,"Tui cancels all holidays in mainland Spain for Britons Tui, Europe’s biggest holiday company, said on Sunday it had decided to cancel all Britons’ holidays to mainland Spain up to and including Sunday 9 Au …",Business
9414,"What is happening in Portland and what does Trump hope to gain? Confrontations between protesters and federal agents in Portland, Oregon, have become a national flashpoint as Donald Trump’s law-and-order-focused re …",US-News
